UNIQUE_ID,YEAR,COUNTRY,REGION,CONTINENT,HAPPINESS_SCORE,HAPPINESS_RANK,HAPPINESS_RANK_DECILE,HAPPINESS_RANK_QUARTILE,ECONOMY_GDP_PER_CAPITA_SCORE,ECONOMY_GDP_PER_CAPITA_RANK,ECONOMY_GDP_PER_CAPITA_RANK_DECILE,ECONOMY_GDP_PER_CAPITA_RANK_QUARTILE,ECONOMY_GDP_PER_CAPITA_PCT,FAMILY_SCORE,FAMILY_RANK,FAMILY_RANK_DECILE,FAMILY_RANK_QUARTILE,FAMILY_PCT,HEALTH_LIFE_EXPECTANCY_SCORE,HEALTH_LIFE_EXPECTANCY_RANK,HEALTH_LIFE_EXPECTANCY_RANK_DECILE,HEALTH_LIFE_EXPECTANCY_RANK_QUARTILE,HEALTH_LIFE_EXPECTANCY_PCT,FREEDOM_SCORE,FREEDOM_RANK,FREEDOM_RANK_DECILE,FREEDOM_RANK_QUARTILE,FREEDOM_PCT,GENEROSITY_SCORE,GENEROSITY_RANK,GENEROSITY_RANK_DECILE,GENEROSITY_RANK_QUARTILE,GENEROSITY_PCT,TRUST_GOVERNMENT_CORRUPTION_SCORE,TRUST_GOVERNMENT_CORRUPTION_RANK,TRUST_GOVERNMENT_CORRUPTION_RANK_DECILE,TRUST_GOVERNMENT_CORRUPTION_RANK_QUARTILE,TRUST_GOVERNMENT_CORRUPTION_PCT
"Trinidad and Tobago_2015",2015,"Trinidad and Tobago","South/Latin America","North America",6.168,41,3,2,1.21183,33,3,1,0.31079097808062894,1.18354,48,3,2,0.303535598211289,0.61483,99,7,3,0.15768186892451286,0.55884,36,3,1,0.14332242981025167,0.31844,38,3,1,0.08166844723302007,0.0114,151,10,4,0.002923691566911843
Portugal_2015,2015,Portugal,Europe,Europe,5.102,88,6,3,1.15991,40,3,1,0.3022660971655449,1.13935,54,4,2,0.29690829955217224,0.87519,29,2,1,0.22806966040897006,0.51469,52,4,2,0.13412535194242958,0.13719,123,8,4,0.035750952174102,0.01078,152,10,4,0.0028092081871207144
Lithuania_2015,2015,Lithuania,Europe,Europe,5.833,56,4,2,1.14723,43,3,2,0.33876468216501304,1.25745,26,2,1,0.3713114489223604,0.73128,64,4,2,0.21593912315027267,0.21342,144,10,4,0.06302063044963294,0.02641,155,10,4,0.00779858891771947,0.01031,153,10,4,0.0030444319968040106
Bulgaria_2015,2015,Bulgaria,Europe,Europe,4.218,134,9,4,1.01216,64,4,2,0.30504294795214915,1.10614,60,4,2,0.33336649402985313,0.76649,52,4,2,0.23100337585231612,0.30587,125,8,4,0.09218255081993505,0.11921,131,9,4,0.035927295136953315,0.00872,154,10,4,0.0026280180387901826
Romania_2015,2015,Romania,Europe,Europe,5.124,86,6,3,1.04345,59,4,2,0.32682266293381623,0.88588,114,8,3,0.27746960475115123,0.7689,51,4,2,0.24082988028739627,0.35068,110,7,3,0.10983772062488964,0.13748,122,8,4,0.04306059861790543,0.00649,155,10,4,0.002032755863385695
"Bosnia and Herzegovina_2015",2015,"Bosnia and Herzegovina",Europe,Europe,4.949,96,6,3,0.83223,89,6,3,0.28843493912675733,0.91916,105,7,3,0.318563221748295,0.79081,44,3,2,0.27407956783166615,0.09245,155,10,4,0.03204139615587602,0.24808,59,4,2,0.0859797678490022,0.00227,156,10,4,0.0007867384616331698
Indonesia_2015,2015,Indonesia,"Asia & Pacific",Asia,5.399,74,5,2,0.82827,90,6,3,0.23430484408161312,1.08708,64,4,2,0.3075182063420845,0.63793,94,6,3,0.1804605748029385,0.46611,68,5,2,0.1318553447507513,0.51535,5,1,1,0.14578458117446272,0,157,10,4,0
Rwanda_2016,2016,Rwanda,Africa,Africa,3.515,152,10,4,0.32846,143,10,4,0.1289691795732125,0.61586,125,8,4,0.24181621850749652,0.31865,126,8,4,0.12511730200508642,0.5432,23,2,1,0.21328642368703726,0.23552,72,5,2,0.09247646932953209,0.50521,1,1,1,0.19836971129939554
Qatar_2016,2016,Qatar,"Arab States",Asia,6.375,36,3,1,1.82427,1,1,1,0.38063036840201186,0.87964,65,5,2,0.18353516147474225,0.71723,42,3,2,0.14964864082044374,0.56679,12,1,1,0.11825962138397897,0.32388,34,3,1,0.0675769256168171,0.48049,2,1,1,0.10025329822456817
Singapore_2016,2016,Singapore,"Asia & Pacific",Asia,6.739,22,2,1,1.64555,3,1,1,0.3467783696449491,0.86758,73,5,2,0.18283125669292258,0.94719,2,1,1,0.19960803185627027,0.4877,38,3,1,0.10277646048749234,0.32706,33,3,1,0.06892366538033762,0.46987,3,1,1,0.09901902201226191
Denmark_2016,2016,Denmark,Europe,Europe,7.526,1,1,1,1.44178,17,2,1,0.30121107276777054,1.16374,4,1,1,0.24312404982183647,0.79504,30,2,1,0.16609667183987964,0.57941,7,1,1,0.12104809065804205,0.36171,29,2,1,0.0755670510863,0.44453,4,1,1,0.09286948351251299
"New Zealand_2016",2016,"New Zealand","Asia & Pacific",Oceania,7.334,8,1,1,1.36066,27,2,1,0.2800593397720403,1.17278,2,1,1,0.24138874754568687,0.83096,16,1,1,0.17103325558407612,0.58147,6,1,1,0.11968170814059799,0.49401,7,1,1,0.101680154643994,0.41904,5,1,1,0.08624937008968686
Switzerland_2016,2016,Switzerland,Europe,Europe,7.509,2,1,1,1.52733,7,1,1,0.317244014749518,1.14524,6,1,1,0.23787950842797412,0.86303,7,1,1,0.179261259794331,0.58557,4,1,1,0.12162961880075755,0.28083,48,3,2,0.05833161986241621,0.41203,6,1,1,0.08558337197309296
Finland_2016,2016,Finland,Europe,Europe,7.413,5,1,1,1.40598,22,2,1,0.3065113742130034,1.13464,7,1,1,0.24735775847125704,0.81091,23,2,1,0.1767828389608617,0.57104,9,1,1,0.1244898565400107,0.25492,60,4,2,0.05557396392130104,0.41004,7,1,1,0.08939097424919985
Sweden_2016,2016,Sweden,Europe,Europe,7.291,10,1,1,1.45181,13,1,1,0.3060527125776625,1.08764,16,1,1,0.22928288562647062,0.83121,15,1,1,0.17522546344174048,0.58218,5,1,1,0.12272802572049389,0.38254,25,2,1,0.08064237102359266,0.40867,8,1,1,0.08615078030384665
"Somaliland Region_2016",2016,"Somaliland Region",Africa,Africa,5.057,97,7,3,0.25558,150,10,4,0.09758723408012915,0.75862,97,7,3,0.289661270472645,0.33108,125,8,4,0.12641513199872442,0.3913,81,6,3,0.14940872835574043,0.51479,5,1,1,0.19656049186328686,0.36794,9,1,1,0.14048926607130682
Norway_2016,2016,Norway,Europe,Europe,7.498,4,1,1,1.57744,5,1,1,0.32636576373754844,1.1269,9,1,1,0.23315090264959398,0.79579,28,2,1,0.16464563641260543,0.59609,2,1,1,0.12332853949233791,0.37895,27,2,1,0.0784031749351586,0.35776,10,1,1,0.07401905483969942
"United Arab Emirates_2016",2016,"United Arab Emirates","Arab States",Asia,6.573,28,2,1,1.57352,6,1,1,0.361070500216019,0.87114,71,5,2,0.1998976610914593,0.72993,40,3,1,0.16749465751616258,0.56215,14,1,1,0.12899473112730417,0.26591,54,4,2,0.0610175021089004,0.35561,11,1,1,0.08160067222208758
Luxembourg_2016,2016,Luxembourg,Europe,Europe,6.871,20,2,1,1.69752,2,1,1,0.3565881498934179,1.03999,33,3,1,0.2184646352986216,0.84542,12,1,1,0.17759245935272266,0.5487,19,2,1,0.11526221010965516,0.27571,51,4,2,0.05791679216682675,0.35329,12,1,1,0.07421357225759154
Australia_2016,2016,Australia,"Asia & Pacific",Oceania,7.313,9,1,1,1.44443,16,1,1,0.3030378522050979,1.10476,11,1,1,0.23177593546587358,0.8512,8,1,1,0.17857965858701247,0.56837,10,1,1,0.11924262176691243,0.47407,13,1,1,0.09945872007469331,0.32331,13,1,1,0.06782963849162604
Georgia_2016,2016,Georgia,Europe,Europe,4.252,126,8,4,0.83792,103,7,3,0.35181742507143604,0.19249,151,10,4,0.08082076346623462,0.64035,66,5,2,0.2688637099747871,0.32461,102,7,3,0.13629397935228493,0.06786,147,10,4,0.02849237411684422,0.3188,14,1,1,0.1338545381232343
"Hong Kong_2016",2016,"Hong Kong","Asia & Pacific",Asia,5.458,75,5,2,1.5107,8,1,1,0.3333509706446353,0.87021,72,5,2,0.19202048579626285,0.95277,1,1,1,0.21023817117417026,0.48079,42,3,2,0.10609109083377094,0.40097,22,2,1,0.08847801932652118,0.31647,15,1,1,0.06983225101926495
Canada_2016,2016,Canada,"North America","North America",7.404,6,1,1,1.44015,19,2,1,0.30647033386618533,1.0961,14,1,1,0.23325495215214995,0.8276,17,2,1,0.17611696354219755,0.5737,8,1,1,0.12208591542128346,0.44834,16,1,1,0.09540874696842863,0.31329,16,1,1,0.06666950622138998
Somalia_2016,2016,Somalia,"Arab States",Africa,5.44,76,5,2,0,157,10,4,0,0.33613,144,10,4,0.20978228764442858,0.11466,152,10,4,0.07156052143085656,0.56778,11,1,1,0.3543575207017387,0.27225,52,4,2,0.16991410545424784,0.3118,17,2,1,0.19459768319085777
"Saudi Arabia_2016",2016,"Saudi Arabia","Arab States",Asia,6.379,34,3,1,1.48953,10,1,1,0.39571165425944427,0.84829,77,5,2,0.225358506993488,0.59267,84,6,3,0.15744996109732157,0.37904,85,6,3,0.10069656189503548,0.15457,118,8,3,0.04106338986234963,0.30008,18,2,1,0.07971988234695007
Netherlands_2016,2016,Netherlands,Europe,Europe,7.339,7,1,1,1.46468,12,1,1,0.31624240796929387,1.02912,38,3,1,0.2221996521974047,0.81231,22,2,1,0.17538771052882735,0.55211,17,2,1,0.11920733964166098,0.47416,12,1,1,0.10237696979948792,0.29927,19,2,1,0.06461607281019081
Ireland_2016,2016,Ireland,Europe,Europe,6.907,19,2,1,1.48341,11,1,1,0.3124862983099931,1.16157,5,1,1,0.24468939445875404,0.81455,21,2,1,0.17158823838140633,0.54008,24,2,1,0.11377003209051942,0.44963,15,1,1,0.09471637093616977,0.29754,20,2,1,0.06267800268848189
Germany_2016,2016,Germany,Europe,Europe,6.994,16,1,1,1.44787,15,1,1,0.32284729422456054,1.09774,13,1,1,0.244775015918265,0.81487,20,2,1,0.1817004093480792,0.53466,25,2,1,0.11921893989910662,0.30452,42,3,2,0.06790213242816259,0.28551,21,2,1,0.06366326472729913
Turkmenistan_2016,2016,Turkmenistan,"Asia & Pacific",Asia,5.658,65,5,2,1.08017,70,5,2,0.3137192941152031,1.03817,35,3,1,0.30152100377732155,0.44006,113,8,3,0.12780886787684062,0.37408,90,6,3,0.10864596352859304,0.22567,77,5,2,0.06554248794269274,0.28467,22,2,1,0.08267815904912595
Uzbekistan_2016,2016,Uzbekistan,"Asia & Pacific",Asia,5.987,49,4,2,0.73591,112,7,3,0.20213864665618894,1.1681,3,1,1,0.32085194324220373,0.50163,105,7,3,0.13778697286623387,0.60848,1,1,1,0.16713636078166233,0.34326,31,2,1,0.0942861355635907,0.28333,23,2,1,0.07782465459587827
"United Kingdom_2016",2016,"United Kingdom",Europe,Europe,6.725,23,2,1,1.40283,23,2,1,0.3066288508686912,1.08672,17,2,1,0.23753391399293616,0.80991,24,2,1,0.1770291279652042,0.50036,35,3,1,0.1093680738248647,0.50156,6,1,1,0.10963035975540547,0.27399,24,2,1,0.05988839715415857
Belgium_2016,2016,Belgium,Europe,Europe,6.929,18,2,1,1.42539,21,2,1,0.3302992783161879,1.05249,26,2,1,0.24388881979860122,0.81959,18,2,1,0.18991993451603506,0.51354,30,2,1,0.11900034413777134,0.2424,66,5,2,0.05617027380582287,0.26248,25,2,1,0.06082331936985164
Bahrain_2016,2016,Bahrain,"Arab States",Asia,6.218,42,3,2,1.44024,18,2,1,0.3651770555475793,0.94397,54,4,2,0.2393463506048951,0.65696,57,4,2,0.16657412515018474,0.47375,43,3,2,0.12012069186999856,0.17147,110,7,3,0.04347671852920952,0.25772,26,2,1,0.0653456554100516
Kuwait_2016,2016,Kuwait,"Arab States",Asia,6.239,41,3,2,1.61714,4,1,1,0.4085595774500948,0.87758,67,5,2,0.2217146917144068,0.63569,68,5,2,0.1606028039083264,0.43166,60,4,2,0.1090559999816886,0.15965,115,8,3,0.04033450010251972,0.23669,27,2,1,0.05979813930321767
Laos_2016,2016,Laos,"Asia & Pacific",Asia,4.876,102,7,3,0.68042,117,8,3,0.24391048168992996,0.5497,131,9,4,0.19705123414647988,0.38291,118,8,3,0.13726193866342762,0.52168,29,2,1,0.1870068824079813,0.43079,17,2,1,0.1544255033692416,0.22423,28,2,1,0.08037983942814342
Uruguay_2016,2016,Uruguay,"South/Latin America","South America",6.545,29,2,1,1.18157,53,4,2,0.3050307199476485,1.03143,37,3,1,0.26627099805762233,0.72183,41,3,2,0.18634555537241174,0.54388,21,2,1,0.14040648982359805,0.18056,104,7,3,0.04661284741435055,0.21394,29,2,1,0.055230132482736304
Austria_2016,2016,Austria,Europe,Europe,7.119,12,1,1,1.45038,14,1,1,0.3277272676828042,1.08383,18,2,1,0.2449017858133735,0.80565,25,2,1,0.1820443454235401,0.54355,22,2,1,0.12282034023363413,0.32865,32,2,1,0.07426161983292269,0.21348,30,2,1,0.04823785302011304
Myanmar_2016,2016,Myanmar,"Asia & Pacific",Asia,4.395,119,8,4,0.34112,141,9,4,0.11809794232993501,0.69981,111,7,3,0.24227873830353394,0.3988,117,8,3,0.138067123192974,0.42692,62,4,2,0.14780245211787418,0.81971,1,1,1,0.28378888633237825,0.20243,31,2,1,0.07008256784182468
Japan_2016,2016,Japan,"Asia & Pacific",Asia,5.921,53,4,2,1.38007,26,2,1,0.3353624099606541,1.06054,23,2,1,0.2577153655872065,0.91491,3,1,1,0.2223267190151326,0.46761,45,3,2,0.11363106243299627,0.10224,137,9,4,0.024844721452759153,0.18985,32,2,1,0.046134294428950895
Estonia_2016,2016,Estonia,Europe,Europe,5.517,72,5,2,1.27964,40,3,1,0.3461152183675833,1.05163,27,2,1,0.28444341035761206,0.68098,51,4,2,0.18419052088312277,0.41511,66,5,2,0.1122783674336937,0.08423,143,10,4,0.022782411598473256,0.18519,33,3,1,0.05008993293468254
Comoros_2016,2016,Comoros,"Arab States",Africa,3.956,138,9,4,0.27509,149,10,4,0.16184810930042537,0.60323,128,9,4,0.3549079636273097,0.29981,129,9,4,0.1763920128770265,0.15412,142,9,4,0.09067588608460543,0.1827,102,7,3,0.1074908121434007,0.18437,34,3,1,0.10847335170904653
Mexico_2016,2016,Mexico,"South/Latin America","North America",6.778,21,2,1,1.11508,64,4,2,0.3464121961791282,0.7146,108,7,3,0.22199856946176388,0.71143,43,3,2,0.22101376898607325,0.37709,87,6,3,0.11714726981548026,0.11735,133,9,4,0.03645610205217131,0.18355,35,3,1,0.05702188070226584
Ecuador_2016,2016,Ecuador,"South/Latin America","South America",5.976,51,4,2,0.97306,87,6,3,0.30385906743559044,0.85974,76,5,2,0.2684724448421471,0.68613,50,4,2,0.21425895167860656,0.4027,76,5,2,0.1257518005876744,0.10074,138,9,4,0.031458247450580484,0.18037,36,3,1,0.056324440663638634
Mauritania_2016,2016,Mauritania,"Arab States",Africa,4.201,130,9,4,0.61391,121,8,4,0.2698861278066876,0.84142,79,5,2,0.3699036944972237,0.28639,133,9,4,0.12590231054387144,0.1268,150,10,4,0.05574361079760322,0.22686,75,5,2,0.09973182628387772,0.17955,37,3,1,0.07893348308692451
Azerbaijan_2016,2016,Azerbaijan,"Asia & Pacific",Europe,5.291,81,6,3,1.12373,61,4,2,0.37240429913548273,0.76042,96,6,3,0.25200332845776874,0.54504,94,6,3,0.1806263546600305,0.35327,98,7,3,0.11707373759433237,0.0564,149,10,4,0.01869097016571652,0.17914,38,3,1,0.05936702769337545
France_2016,2016,France,Europe,Europe,6.478,32,2,1,1.39488,25,2,1,0.34840643780167074,1.00508,43,3,2,0.2510440489566776,0.83795,14,1,1,0.20929912228902792,0.46562,47,3,2,0.11630032897189405,0.1216,130,9,4,0.03037266419950649,0.17808,39,3,1,0.04447996854632798
Malta_2016,2016,Malta,Europe,Europe,6.488,30,2,1,1.30782,37,3,1,0.29077657311932376,1.09879,12,1,1,0.24430152035260472,0.80315,26,2,1,0.1785698420807143,0.54994,18,2,1,0.12227192603812095,0.56237,4,1,1,0.12503557582369595,0.17554,40,3,1,0.039029011000847776
Belarus_2016,2016,Belarus,Europe,Europe,5.802,61,4,2,1.13062,60,4,2,0.3309603002352375,1.04993,28,2,1,0.3073403436982718,0.63104,70,5,2,0.18472093167057704,0.29091,110,7,3,0.08515651815005314,0.13942,123,8,4,0.04081166602389169,0.17457,41,3,2,0.05110093360797482
Syria_2016,2016,Syria,"Asia & Pacific",Asia,3.069,156,10,4,0.74719,109,7,3,0.3319206937397979,0.14866,153,10,4,0.06603853343306319,0.62994,72,5,2,0.27983526727405006,0.06912,153,10,4,0.03070485084752683,0.48397,9,1,1,0.21499170752183122,0.17233,42,3,2,0.0765533472965372
Niger_2016,2016,Niger,Africa,Africa,3.856,142,9,4,0.1327,152,10,4,0.07534165287191052,0.6053,127,8,4,0.34366469084337276,0.26162,136,9,4,0.14853717152654042,0.38041,83,6,3,0.21598129548834655,0.2097,87,6,3,0.11905912058649586,0.17176,43,3,2,0.09751832799569109
Ethiopia_2016,2016,Ethiopia,Africa,Africa,4.508,115,8,3,0.29283,146,10,4,0.15812751544527331,0.37932,143,10,4,0.20483191762658223,0.34578,124,8,4,0.1867203897949638,0.36703,94,6,3,0.19819534564492022,0.29522,46,3,2,0.159418108412191,0.1717,44,3,2,0.09271760206909435
"North Cyprus_2016",2016,"North Cyprus",Europe,Europe,5.771,62,4,2,1.31141,35,3,1,0.34182190708832216,0.81826,84,6,3,0.21328128434930768,0.84142,13,1,1,0.21931798461586025,0.43596,58,4,2,0.1136339378889167,0.26322,55,4,2,0.0686088789644393,0.16578,45,3,2,0.04321092220788242
Nicaragua_2016,2016,Nicaragua,"South/Latin America","North America",5.992,48,3,2,0.69384,114,8,3,0.21903451361209647,0.89521,62,4,2,0.28260389341537023,0.65213,58,4,2,0.20586730878784826,0.46582,46,3,2,0.14705213932973923,0.29773,45,3,2,0.09398873365139837,0.16292,46,3,2,0.05143131150612044
Bhutan_2016,2016,Bhutan,"Asia & Pacific",Asia,5.196,84,6,3,0.8527,100,7,3,0.2532641775680306,0.90836,60,4,2,0.26979600186976627,0.49759,107,7,3,0.14779139699314897,0.46074,50,4,2,0.13684641474580236,0.48546,8,1,1,0.1441886146217225,0.1616,47,3,2,0.04799752520102077
Algeria_2016,2016,Algeria,"Arab States",Africa,6.355,38,3,1,1.05266,75,5,2,0.35732324008930866,0.83309,81,6,3,0.28279066742892583,0.61804,76,5,2,0.2097923990219688,0.21006,131,9,4,0.07130442953089658,0.07044,146,10,4,0.023910711860683966,0.16157,48,3,2,0.05484459911468299
"Ivory Coast_2016",2016,"Ivory Coast",Africa,Africa,3.916,139,9,4,0.55507,126,8,4,0.2859387417187025,0.57576,130,9,4,0.29659700028242214,0.04476,155,10,4,0.02305766562763888,0.40663,71,5,2,0.20947137621634507,0.20338,91,6,3,0.10476917162246219,0.1553,49,4,2,0.08000124262065411
Iceland_2016,2016,Iceland,Europe,Europe,7.501,3,1,1,1.42666,20,2,1,0.30551885246525207,1.18326,1,1,1,0.2533948110592307,0.86733,6,1,1,0.18573849525118827,0.56624,13,1,1,0.12126015025033127,0.47678,11,1,1,0.10210231142926829,0.14975,50,4,2,0.03206892201292086
"United States_2016",2016,"United States","North America","North America",7.104,13,1,1,1.50796,9,1,1,0.3445836100513047,1.04782,29,2,1,0.2394371188715028,0.779,33,3,1,0.17800912066065813,0.48163,41,3,2,0.11005716825306197,0.41077,20,2,1,0.09386496508041665,0.14868,51,4,2,0.03397483550830481
Haiti_2016,2016,Haiti,"South/Latin America","North America",4.028,136,9,4,0.34097,142,9,4,0.205795394205739,0.29561,146,10,4,0.17841797507371257,0.27494,135,9,4,0.16594242001700893,0.12072,151,10,4,0.0728615980913158,0.47958,10,1,1,0.28945464212890815,0.14476,52,4,2,0.0873711469085331
Brazil_2016,2016,Brazil,"South/Latin America","South America",6.952,17,2,1,1.08754,69,5,2,0.315716735485909,1.03938,34,3,1,0.30173569424239793,0.61415,77,5,2,0.1782899238468676,0.40425,74,5,2,0.1173552103496167,0.15776,116,8,3,0.04579828694557874,0.14166,53,4,2,0.04112440280636883
Pakistan_2016,2016,Pakistan,"Asia & Pacific",Asia,5.132,92,6,3,0.68816,116,8,3,0.3530582599801401,0.26135,148,10,4,0.13408477391494317,0.40306,116,8,3,0.20678862182925467,0.14622,144,10,4,0.07501769662859502,0.31185,40,3,1,0.159993638143057,0.1388,54,4,2,0.07121088791266753
Mali_2016,2016,Mali,Africa,Africa,4.073,135,9,4,0.31292,145,10,4,0.15947974548498925,0.86333,74,5,2,0.4399963182446168,0.16347,147,10,4,0.08331251966944399,0.27544,115,8,3,0.14037805734546652,0.21064,86,6,3,0.1073527191525401,0.13647,55,4,2,0.06955196651911293
Iraq_2016,2016,Iraq,"Arab States",Asia,4.575,112,7,3,1.07474,72,5,2,0.38962023452134814,0.59205,129,9,4,0.2146329855079128,0.51076,103,7,3,0.1851633185081056,0.24856,123,8,4,0.09010923518022475,0.19589,95,6,3,0.07101503795303817,0.13636,56,4,2,0.049433922965803845
Tajikistan_2016,2016,Tajikistan,"Asia & Pacific",Asia,4.996,100,7,3,0.48835,130,9,4,0.18747075186146983,0.75602,99,7,3,0.2902255318070103,0.53119,97,7,3,0.20391642013492883,0.43408,59,4,2,0.16663725645161423,0.25998,56,4,2,0.09980269147400002,0.13509,57,4,2,0.05185916338860227
Jordan_2016,2016,Jordan,"Arab States",Asia,5.303,80,5,3,0.99673,82,6,3,0.32136203491606447,0.86216,75,5,2,0.2779744689990421,0.60712,78,5,2,0.19574539304382998,0.36023,96,6,3,0.11614403301291594,0.14262,122,8,4,0.04598301564097816,0.13297,58,4,2,0.042871700670514316
"South Sudan_2016",2016,"South Sudan",Africa,Africa,3.832,143,10,4,0.39394,136,9,4,0.29782793706676897,0.18519,152,10,4,0.14000801527006507,0.15781,149,10,4,0.11930808576586814,0.19662,134,9,4,0.14864936142807084,0.25899,57,4,2,0.19580254361691235,0.13015,59,4,2,0.09839647508367208
Montenegro_2016,2016,Montenegro,Europe,Europe,5.161,88,6,3,1.07838,71,5,2,0.3711270279845998,0.74173,102,7,3,0.255268128105988,0.63533,69,5,2,0.21865033207393963,0.15111,143,10,4,0.05200486225631077,0.17191,109,7,3,0.059163234760053585,0.12721,60,4,2,0.043779624989722946
Suriname_2016,2016,Suriname,"South/Latin America","South America",6.269,40,3,1,1.09686,66,5,2,0.34271736006518577,0.77866,92,6,3,0.24329475678471035,0.50933,104,7,3,0.15914174659816538,0.52234,28,2,1,0.16320676968479683,0.16665,114,8,3,0.05207031384439532,0.12692,61,4,2,0.03965655162410962
Bangladesh_2016,2016,Bangladesh,"Asia & Pacific",Asia,4.643,110,7,3,0.54177,127,8,4,0.26636214757696214,0.24749,149,10,4,0.12167888800753296,0.52989,98,7,3,0.26052133460289223,0.39778,78,5,2,0.1955692249732067,0.19132,96,6,3,0.0940628096410675,0.12583,62,4,2,0.061864534329725294
"Burkina Faso_2016",2016,"Burkina Faso",Africa,Africa,3.739,145,10,4,0.31995,144,10,4,0.1714804873306789,0.63054,121,8,4,0.33794437854042436,0.21297,140,9,4,0.11414345474687522,0.3337,100,7,3,0.1788499336391561,0.24353,65,5,2,0.1305224006901809,0.12533,63,4,2,0.0671718978102423
"Dominican Republic_2016",2016,"Dominican Republic","South/Latin America","North America",5.155,89,6,3,1.02787,78,5,2,0.29718047305136935,0.99496,45,3,2,0.28766543383721854,0.57669,89,6,3,0.16673412257027775,0.52259,27,2,1,0.1510925788418949,0.21286,84,6,3,0.06154263942640688,0.12372,64,4,2,0.03577024850679065
Turkey_2016,2016,Turkey,Europe,Asia,5.389,78,5,2,1.16492,55,4,2,0.3759916857534303,0.87717,68,5,2,0.28311699060041656,0.64718,61,4,2,0.20888499877337852,0.23889,125,8,4,0.07710457252010844,0.04707,151,10,4,0.015192398781027598,0.12348,65,5,2,0.039854628906989466
"Puerto Rico_2016",2016,"Puerto Rico","South/Latin America","North America",7.039,15,1,1,1.35943,29,2,1,0.3372103902337447,1.08113,20,2,1,0.2681773173290755,0.77758,34,3,1,0.19288089237175865,0.46823,44,3,2,0.11614575906901665,0.22202,80,5,3,0.05507267999482167,0.12275,66,5,2,0.030448479491619718
Guinea_2016,2016,Guinea,Africa,Africa,3.607,151,10,4,0.22415,151,10,4,0.15448391230161912,0.3109,145,10,4,0.2142719086563931,0.18829,143,10,4,0.12976924194284106,0.30953,107,7,3,0.21332769750670746,0.29914,43,3,2,0.20616693324490845,0.1192,67,5,2,0.08215249599557525
Philippines_2016,2016,Philippines,"Asia & Pacific",Asia,5.279,82,6,3,0.81217,105,7,3,0.2667961139499498,0.87877,66,5,2,0.28867405976066035,0.47036,109,7,3,0.15451225559071602,0.54854,20,2,1,0.1801942132177205,0.21674,83,6,3,0.07119862463044711,0.11757,68,5,2,0.03862149236082459
Senegal_2016,2016,Senegal,Africa,Africa,4.219,128,9,4,0.44314,133,9,4,0.1977959350533092,0.77416,94,6,3,0.3455470200947634,0.40457,115,8,3,0.18058018696852018,0.31056,106,7,3,0.13861872818157864,0.19103,97,7,3,0.08526640928325542,0.11681,69,5,2,0.05213824852536098
Togo_2016,2016,Togo,Africa,Africa,3.303,155,10,4,0.28123,147,10,4,0.24086161593328853,0,157,10,4,0,0.24811,137,9,4,0.21249572976285355,0.34678,99,7,3,0.2970024211453363,0.17517,107,7,3,0.1500257082059409,0.11587,70,5,2,0.09923775884069264
Vietnam_2016,2016,Vietnam,"Asia & Pacific",Asia,5.061,96,6,3,0.74037,110,7,3,0.23735894009515113,0.79117,90,6,3,0.2536451761644853,0.66157,56,4,2,0.21209606300145475,0.55954,15,1,1,0.17938573887347753,0.25075,63,4,2,0.0803892073395961,0.11556,71,5,2,0.03704796337730877
Zambia_2016,2016,Zambia,Africa,Africa,4.795,106,7,3,0.61202,122,8,4,0.27754876352848545,0.6376,119,8,4,0.28914919182105214,0.23573,138,9,4,0.10690266718406612,0.42662,63,4,2,0.19347056023807582,0.17866,105,7,3,0.08102163703513249,0.11479,72,5,2,0.05205683107290034
Chile_2016,2016,Chile,"South/Latin America","South America",6.705,24,2,1,1.2167,50,4,2,0.3244576540697323,0.90587,61,4,2,0.24156856405884122,0.81883,19,2,1,0.21835758559500218,0.37789,86,6,3,0.10077200966657193,0.31595,37,3,1,0.08425445991748699,0.11451,73,5,2,0.030536407638906107
Kazakhstan_2016,2016,Kazakhstan,"Asia & Pacific",Asia,5.919,54,4,2,1.22943,48,3,2,0.35887903919633857,0.95544,50,4,2,0.27889948581069407,0.57386,90,6,3,0.16751366761414688,0.4052,73,5,2,0.11828066097844486,0.15011,119,8,4,0.04381814059203106,0.11132,74,5,2,0.03249507060098528
Belize_2016,2016,Belize,"South/Latin America","North America",5.956,52,4,2,0.87616,96,6,3,0.30468667996221266,0.68655,113,8,3,0.23874936138099898,0.45569,111,7,3,0.15846725262913702,0.51231,31,2,1,0.1781569998694987,0.23684,71,5,2,0.08236165721568582,0.10771,75,5,2,0.037456400935662854
Botswana_2016,2016,Botswana,Africa,Africa,3.974,137,9,4,1.09426,67,5,2,0.3639538466683725,0.89186,63,4,2,0.2966350660812654,0.34752,122,8,4,0.11558609576356975,0.44089,54,4,2,0.1466412186666924,0.12425,129,9,4,0.0413258888999092,0.10769,76,5,2,0.0358179867777004
"Palestinian Territories_2016",2016,"Palestinian Territories","Arab States",Asia,4.754,108,7,3,0.67024,118,8,3,0.285164800608635,0.71629,106,7,3,0.3047575477081088,0.56844,91,6,3,0.24185230457110252,0.17744,138,9,4,0.07549481392252584,0.11154,135,9,4,0.04745655550624485,0.10613,77,5,2,0.04515478032080137
